atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO;t;716.50
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO2;t CO2eq;78905.61
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO2;t CO2eq;5508681.36
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO2;t CO2eq;2375154.38
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO2;t CO2eq;446294.38
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;t CO2eq;11.50
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO2;t CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO2;t CO2eq;10548042.94
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO2;t CO2eq;6850834.08
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO2;t CO2eq;174262.82
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO2;t CO2eq;4488.51
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO2;t CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;N2O;t;1.07
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;N2O;t;28.10
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;N2O;t;36.54
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;N2O;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;N2O;t;153.02
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;N2O;t;347.71
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;N2O;t;187.89
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;N2O;t;495.44
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;N2O;t;189.39
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);N2O;t;10.16
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NH3;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NH3;t;49.24
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NH3;t;149.36
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NH3;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NH3;t;48.52
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NH3;t;514.97
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NH3;t;0.48
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NH3;t;98.41
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NH3;t;3232.14
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NH3;t;5.69
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SF6;kt CO2eq;27.60
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SF6;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;HFC;kt CO2eq;1158.80
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);HFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;PFC;kt CO2eq;0.79
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;PFC;kt CO2eq;0.00
2016;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);PFC;kt CO2eq;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;As;kg;0.15
2016;Metales pesados;2,0;Plantas de combustión no industrial;As;kg;26.58
2016;Metales pesados;3,0;Plantas de combustión industrial;As;kg;9.37
2016;Metales pesados;4,0;Procesos industriales sin combustión;As;kg;1.92
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;As;kg;0.00
2016;Metales pesados;7,0;Transporte por carretera;As;kg;12.91
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;As;kg;0.22
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;As;kg;9.07
2016;Metales pesados;10,0;Agricultura;As;kg;0.00
2016;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);As;kg;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cd;kg;0.00
2016;Metales pesados;2,0;Plantas de combustión no industrial;Cd;kg;22.67
2016;Metales pesados;3,0;Plantas de combustión industrial;Cd;kg;55.27
2016;Metales pesados;4,0;Procesos industriales sin combustión;Cd;kg;28.50
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;Cd;kg;48.13
2016;Metales pesados;7,0;Transporte por carretera;Cd;kg;38.59
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cd;kg;0.60
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cd;kg;18.19
2016;Metales pesados;10,0;Agricultura;Cd;kg;0.00
2016;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cd;kg;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cr;kg;0.01
2016;Metales pesados;2,0;Plantas de combustión no industrial;Cr;kg;321.90
2016;Metales pesados;3,0;Plantas de combustión industrial;Cr;kg;159.09
2016;Metales pesados;4,0;Procesos industriales sin combustión;Cr;kg;24.94
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;Cr;kg;0.01
2016;Metales pesados;7,0;Transporte por carretera;Cr;kg;558.09
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cr;kg;28.44
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cr;kg;67.62
2016;Metales pesados;10,0;Agricultura;Cr;kg;0.00
2016;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cr;kg;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cu;kg;0.00
2016;Metales pesados;2,0;Plantas de combustión no industrial;Cu;kg;81.53
2016;Metales pesados;3,0;Plantas de combustión industrial;Cu;kg;49.20
2016;Metales pesados;4,0;Procesos industriales sin combustión;Cu;kg;4.75
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;Cu;kg;48.39
2016;Metales pesados;7,0;Transporte por carretera;Cu;kg;14238.00
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cu;kg;103.16
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cu;kg;63.45
2016;Metales pesados;10,0;Agricultura;Cu;kg;0.00
2016;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cu;kg;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;Hg;kg;0.14
2016;Metales pesados;2,0;Plantas de combustión no industrial;Hg;kg;16.37
2016;Metales pesados;3,0;Plantas de combustión industrial;Hg;kg;21.55
2016;Metales pesados;4,0;Procesos industriales sin combustión;Hg;kg;18.05
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;Hg;kg;20.87
2016;Metales pesados;7,0;Transporte por carretera;Hg;kg;21.61
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Hg;kg;4.89
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;Hg;kg;36.68
2016;Metales pesados;10,0;Agricultura;Hg;kg;0.00
2016;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Hg;kg;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;Ni;kg;0.01
2016;Metales pesados;2,0;Plantas de combustión no industrial;Ni;kg;2781.09
2016;Metales pesados;3,0;Plantas de combustión industrial;Ni;kg;482.58
2016;Metales pesados;4,0;Procesos industriales sin combustión;Ni;kg;97.39
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;Ni;kg;24.08
2016;Metales pesados;7,0;Transporte por carretera;Ni;kg;297.94
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Ni;kg;3.67
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;Ni;kg;57.34
2016;Metales pesados;10,0;Agricultura;Ni;kg;0.00
2016;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Ni;kg;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;Pb;kg;0.01
2016;Metales pesados;2,0;Plantas de combustión no industrial;Pb;kg;381.58
2016;Metales pesados;3,0;Plantas de combustión industrial;Pb;kg;167.95
2016;Metales pesados;4,0;Procesos industriales sin combustión;Pb;kg;356.29
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;Pb;kg;0.47
2016;Metales pesados;7,0;Transporte por carretera;Pb;kg;2466.65
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Pb;kg;218.70
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;Pb;kg;98.92
2016;Metales pesados;10,0;Agricultura;Pb;kg;0.00
2016;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Pb;kg;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;Se;kg;0.06
2016;Metales pesados;2,0;Plantas de combustión no industrial;Se;kg;5.28
2016;Metales pesados;3,0;Plantas de combustión industrial;Se;kg;17.94
2016;Metales pesados;4,0;Procesos industriales sin combustión;Se;kg;0.00
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;Se;kg;0.00
2016;Metales pesados;7,0;Transporte por carretera;Se;kg;42.65
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Se;kg;0.71
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;Se;kg;5.69
2016;Metales pesados;10,0;Agricultura;Se;kg;0.00
2016;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Se;kg;0.00
2016;Metales pesados;1,0;Combustión en la producción y transformación de energía;Zn;kg;0.66
2016;Metales pesados;2,0;Plantas de combustión no industrial;Zn;kg;1007.68
2016;Metales pesados;3,0;Plantas de combustión industrial;Zn;kg;2171.36
2016;Metales pesados;4,0;Procesos industriales sin combustión;Zn;kg;546.31
2016;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0.00
2016;Metales pesados;6,0;Uso de disolventes y otros productos;Zn;kg;24.22
2016;Metales pesados;7,0;Transporte por carretera;Zn;kg;6979.72
2016;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Zn;kg;91.45
2016;Metales pesados;9,0;Tratamiento y eliminación de residuos;Zn;kg;1254.94
